snippet_key,hook,explanation
134,"Dhanteras, the first day of Diwali is also celebrated as ‘National Ayurveda Day’. Who is worshipped on this day?","Dhanavantri is considered the God of Ayurveda and brings good health and prosperity. Hindus consider it auspicious on this day to make new purchases of utensils or any item made of metal. As per legend Dhanvantri is supposed to have emerged from the churning of the celestial ocean, Samudra manthan bearing a kalash (utensil) full of amrit (nectar)._x000D_ _x000D_ In the picture you can see Dhanvantri holding Amrita Kalash (medicine pot) on walls of Keshava Temple, at Somanathapura, Karnataka._x000D_ _x000D_ Source: Dr. Shreenand Bapat's Lecture History of Diwali, Bhandarkar Oriental Research Institute_x000D_ _x000D_ Picture Credit: Wikimedia Commons"
135,"Diwali is a very important festival of Jains. Diwali commemorates which event in the life of Mahavira, the 24th Jain Tirthankara?","As per Jain tradition, Lord Mahavira attained Nirvana on Diwali. Jains celebrate this occasion by lighting lamps. Laxmi Puja and the worship of books of accounts are also part of Jain tradition._x000D_ _x000D_ Source: Some Notes on the History of Diwali Festival, P.K. Gode_x000D_ _x000D_ Picture Credit: Wikimedia Commons"
136,Diwali is also linked to an important Guru of Sikhs and celebrated. Which Guru is this?,"Guru Hargobindji is the sixth Guru of Sikhs and is the son of Guru Arjan Ji who was killed by Jehangir. Guru Hargobindji wanted to avenge his father's death and started building an army. Threatened by this, Jehangir imprisoned him in Gwalior fort. Sikhs protested his imprisonment and forced Jehangir to order the release of the Guru. By a ruse, Guru Hargobindji also secured the release of 52 other Kings who had been imprisoned with him and then marched to Amritsar. The city was supposed to have been lit to welcome him just like it was lit to welcome Lord Rama. Diwali is celebrated as Bandi Chor Diwas to celebrate his release. Source: Diwali - Festival of Llights, Rina Singh Picture Credit: http://www.columbia.edu/itc/mealac/pritchett/00routesdata/1500_1599/sikhism/bandichor/bandichor.html Wikimedia Commons"
137,"Gambling is one of the defining celebrations of Diwali in North India. We remember the gambling of Pandavas, but the Diwali gambling celebrates a game of dice between a celestial couple. Whose game is being celebrated on Diwali night?","_x000D_ _x000D_ One of the most enduring motifs throughout Indian art has been Shiva and Parvati playing a game of dice. The Puranic tradition insists that the entire world is created as a result of this divine play between Shiva and Parvati, representing Purusha and Prakriti, with each move of the players mirroring different states of the world, potential or realised. The dice game between Shiva & Parvati is depicted in many sculptures especially in Western India. Traditionally, Shiva loses but there are a few rare reliefs where Shiva wins by cheating. On such occasions, Parvati lifts her hand and expresses vismaya or amazement. Vismaya is an important part of Shiva–Parvati games._x000D_ _x000D_ In the picture - Sculpture at Ellora. Parvati defeats Shiva at gambling. She asks with Her hand in the quizzical mode as to why He is cheating. He asks for one more chance by raising His right index finger._x000D_ _x000D_ This is very vividly captured in this Deepavali Special Edition of Kalki, a Tamil magazine in the year 1965._x000D_ _x000D_ Source: Hindu Festivals and Sacred Days, Ramakrishna Math_x000D_ _x000D_ https://www.sahapedia.org/towards-cultural-history-indian-board-games-backgammon-chaupar-and-chaturanga_x000D_ _x000D_ Picture Credit: https://indianexpress.com/article/religion/yours-faithfully-when-goddess-parvati-defeated-lord-shiva-at-dice-on-mount-kailash-4896859/_x000D_ _x000D_ Kalki, 1965"
138,"Gujarati communities (and some others) celebrate the day after Diwali as New Year, which marks the coronation of a renowned King. Which king is it?","King Vikramaditya is the celebrated king who reigned from Ujjain. Several subsequent kings also took the name of Vikramaditya which is a reflection of his glory. Vikramaditya started his reign in 57 BCE defeating the Shakas. Diwali is celebrated to mark the start of his reign and the Vikram Samvat. Please note that there is no historical proof of a Vikramaditya around 57 BCE._x000D_ _x000D_ In the picture you can see a page from an almanac for the fortnight of Shraavana Shukla Paksha (August 1911) with the headings Vikram Samvat 1968, Saka Samvat 1833 and Nepal Sambat 1031._x000D_ _x000D_ Source: Some Notes on the History of Diwali Festival, P.K. Gode_x000D_ _x000D_ Picture Credit: Wikimedia Commons"
139,"In Nepal, the second day of Diwali is dedicated to an animal. Which animal is this?","_x000D_ _x000D_ Kukkur Tihar is the second day of Diwali in Nepal. All dogs, including street dogs are decorated with big red tikkas on their foreheads, garlanded, fed lavishly and worshipped with Arati. The dogs are worshipped as the vehicle of Bhairava, in which role they guard homes from theft and destruction._x000D_ _x000D_ Source: Animals and Hinduism - Nanditha Krishna_x000D_ _x000D_ Picture Credit: Wikimedia Commons"
140,Many of us know the Nandigram of West Bengal. It was the epicenter of Mamata Banerjee's political fight against CPM Govt. There is also a Nandigram just outside Ayodhya. How is it connected with Ramayana and the Diwali celebration?,"Bharata ruled from Nandigram during Rama's exile. When Rama was returning to Ajodhya, Hanuman came in advance and met Bharata here. Rama wanted to confirm that Bharata desired the return of Rama to Ajodhya to take up the throne. Therefore Hanuman came in disguise as a Brahmin and prompted Bharata to reveal his mind. The temple here shows Bharata and Hanuman in embrace after Hanuman revealed to Bharata his true form. Bharata received Rama at Nandigram. The Jata Kund here is believed to be the place where Lord Rama and Lakshman cut their matted hair at the end of their exile._x000D_ _x000D_ Source: In the Footsteps of Rama, Vikrant Pande and Neelesh Kulkarni_x000D_ _x000D_ Uttar Pradesh A to Z, UP Tourism_x000D_ _x000D_ Picture Credit: Up Tourism"
86,Which coastal town has a legend of a twisted Linga that has a connection to Ganapati. The linga is rooted to the ground and was twisted when Ravana tried to retrieve it?,"Gokarna is a popular tourist and pilgrimage place in Northern Karnataka. The famous Gokarna linga, a piece of solid reddish rock is twisted like an old stump. Here Ravana had to perform his evening rituals and gave the linga that he was carrying to Ganesha who was in disguise. Ganesha put the deity down and Ravana could not pick it up again. He tried so hard to remove the linga forcibly from the place where it was stuck. In this process the lingam was twisted. Source: India: A Sacred Geography by Diana Eck PicureCredit:"
87,This place in South India celebrates the spot where Vibishana gave a deity of Vishnu to Ganesha who put it down. It could not be lifted again. Which is this place?,"Rāma had given this ancestral deity, called Ranganātha, to Vibhīshana and told him not to put the deity down until he reached Lanka. When Vibhīshana came to the beautiful Kāverī River, he was overwhelmed with the desire to bathe. He gave the deity to Ganesha in disguise, and Ganesha agreed to hold it for him, under the condition that Vibhīshana would come promptly if he called for him three times. When Vibhīshana was underwater, taking his dips in the Kāverī River, the boy called out thrice. Of course, Vibhīshana could not hear him. The boy put down the deity of Ranganātha, and so it is that the deity has been worshipped on the island of Shrīrangam ever since. Source: India: A Sacred Geography by Diana Eck PicureCredit: SR Ramanujam"
88,"Like Char Dham, there are a group of Ganapati temples that form a circuit in Maharashtra. How many temples are there in this circuit?","_x000D_ Popularly called Astavinayak temples, the group of eight Ganapati temples are around the Pune and Konkan region. The deities are monolith and are also Swayambhu, self formed and not man made. Astavinayak is a popular pilgrimage that many pilgrims cover in two or three days. It is a commonly held belief that if a pilgrim visits any one of the 8 temples, they must visit the others as well to receive the full benefit of the pilgrimage._x000D_ _x000D_ Source: Temples and Legends of Maharashtra, Bharatiya Vidya Bhavan_x000D_ _x000D_ PicureCredit: Scoutmytrip.com"
89,A temple in India offers a single modak weighing about 72 Kg to Ganpati once a year. Which temple is this?,"Mukkuruni Vinayagar within Madurai Meenakshi temple in Tamil Nadu receives this offering on Vinayaka Chaturthi each year. Once Ganpati was looking for physical work and was asked to transport some material in a cart. At the end of the work when he was asked to specify his wages for the work, Ganpati asked for 30 kgs of rice (Mukkuruni in Tamil). To mark this legend, a single modak is made with 30 kgs of rice and 30 kgs of jaggery and other material, eventually weighing about 72 kg. The cooking takes 24 hours. Source: Bhoga Naivedyam by Sujata Shukla Rajan PicureCredit: Indian Express"
90,"This rock is the abode of Ganapati who, in local language, is known as Ganapti at the top. The rock itself is believed to be 3.8 billion years old. Where is this Ganapati temple?","_x000D_ This temple is called Uchhi Pillayar, meaning Ganpati at the top. The temple is on top of a Droog (steep rock). It served as a fortification and was a scene of many battles involving the Vijayanagara empire, Nayaks of Madurai, Nawabs and the British. The rock is 83 mts tall. The Ganapati temple on top of the hill, another Ganapati temple at the foothills and a rock cut Shiva temple are among the most visited in the city. Rockfort is also a popular evening spot due to the strong breeze on top and as the rockfort offers commanding views of the Cauvery river, the agricultural fields and the Srirangam temple._x000D_ _x000D_ Source:_x000D_ _x000D_ PicureCredit: SR Ramanujam"
91,This Ganapati temple is administered by the Madras regiment of the Indian Army. Which temple is this?,A Yakshi would knock down the soldiers who were guarding the Padmanabhapuram palace of the Travancore dynasty. A soldier once retrieved a Vinayaka deity from a river and held it with him during the guard duty and was spared the wrath of the Yakshi. The deity was then celebrated as the war God and the Nair Brigade of the dynasty was made responsible for protecting the deity. The deity was later moved to Trivandrum and the Madras regiment of the Indian Army is now responsible for maintaining the temple. The Apex Board and the Executive Authority of the temple are headed by the Colonel and the Commandant of the Madras Regiment of the Indian Army. Source: Bhoga Naivedyam by Sujata Shukla Rajan PicureCredit:
92,"In which Indian city would you find Ganesh Tok, a Ganesha temple on a hill top?","Ganesh Tok is a popular tourist place in Gangtok. It offers excellent views of the city and is at a height of about 6500 feet. Source: PicureCredit: Kailas98, Creative Commons"
93,"Which of the following started the popular Sarvajanik Ganapati, the worship and celebration of Ganapati in public places?","Ganesh Chaturthi had been a popular festival for a long time. Tilak introduced the large scale public worship of Ganpati (Sarvajanik) as a form of patriotic movement to overcome the restrictions that British had imposed on large gatherings in the civil society. Further, the festival had already gathered a character of a classless casteless celebration. The organisation of Sarvajanik Ganpati was also intended to overcome a perceived weakness of the Hindu society to organise itself. Tilak initiated the Sarvajanik Ganpati in 1893 in Pune. Source: Ganesha Chaturthi: Cultural-Historical Background and Celebration by Singh, Rana P.B. and Ratate, Madhav J. PicureCredit: SR Ramanujam"
94,What is the significance of the Lenyadri Ganapati temple in Maharashtra?,"In Lenyadri, Ganesha is worshipped as Girijatmaj. Ganesha is Swayambhu in a cave. The name of the idol ‘Girijatmaj’ comes as ‘Girija’ meaning Devi Parvati and ‘Aatmaj’ meaning Son. It is said that in this particular cave Devi Parvati performed tapascharya for twelve long years for the gain of a son. After this long tapascharya, Lord Ganesh himself came before her. Leni means caves in Marathi. The temple faces the southern direction and is rock cut within the cave. It closely resembles a Buddhist Vihara. Source: Temples and Legends of Maharashtra, Bharatiya Vidya Bhavan. Shree Lenyadri Ganpati Devsthan Trust, https://lenyadriganpati.com/en/a-homepage-section/ PicureCredit: https://lenyadriganpati.com/en/a-homepage-section/"
95,In which of the following countries is Ganesh Chaturthi a national holiday?,"Ganesh Chaturthi is a national holiday in Mauritius. In addition, Shivratri, Thaipoosam, Ugadi and Deepavali are also national holidays. This is a reflection of the strong connection that Mauritius has with the Hindu culture. Source: https://www.officeholidays.com/countries/mauritius/2022 PicureCredit: Prakash Sookun Facebook"
96,Worship of this Ganesha atop a hilltop was stopped for a brief period in 2017 and then restored. What was the reason?,"Dholkal Ganesh is at a beautiful spot located 3000 feet high in Dantewada district in Chattisgarh. The Ganesha is a 3 feet stone deity believed to be made during the Naga dynasty between 10th and 11th centuries. The deity commands a panoramic look over the dense forests around. As the Ganesha became popular it attracted visitors to the area. Irked by this, Maoists are believed to have broken and pushed the deity down the cliff in January 2017. The deity was restored by an ASI team led by Padmashri Arun Kumar Sharma, aged 84. The local residents desired that the deity is reinstalled at the same spot rather than relocated to the safety of a museum. This was done on Basant Panchami day on February 1, 2017. Source: https://dantewada.nic.in/ https://openthemagazine.com/features/dispatch/the-return-of-god/ PicureCredit: Open, The Magazine"
97,In which part of India would you find this rock cut Ganpati?,Unakoti is in Tripura. It is a Saivite pilgrimage site that dates back to atleast 7th – 9th century. Unakoti means one less than a crore. It is believed that as many rock cut carvings are available here. These carvings are located at a beautifully landscaped forest area with green vegetation all around. The main Shiva sculpture is about 30 feet tall. There are various other stone as well as rock cut images at Unakoti. Source: Tripura Tourism https://tripuratourism.gov.in/archaeological-sites PicureCredit: SR Ramanujam
98,In which country outside India would you find this Ganesha deity at the edge of a volcano?,"Mount Bromo is in Java, Indonesia. It is an active volcano. The word Bromo is derived from Brahma. The Ganesha deity is supposed to have been installed 700 years ago and he is believed to protect the residents from the volcano. The Ganesha is actively worshipped even now. The volcano itself is one of the most visited tourist places in Java. Source: PicureCredit: Virendra Dhir"
99,"Where will you find the earliest reference to Ganapati as a word, even though it is not Ganesha it refers to?","The earliest literary references to Ganapati as the Lord of the ganas are in connection with deities other than Ganesha himself. Rig Veda addresses Brihaspatu as ganaanaam tvaa ganapatim havaamahe. The description is also transferred to Indra on another occasion when he is also addressed as Ganapati. Later work such as Taittiriya Aranyaka refers to Dantin, who has a twisted trunk (vakratunda) and who holds a sheaf of corn, a sugarcane and a club. Source: Ganesha; The Auspicious, The Beginning by Shakunthala Jagannathan and Nandhita Krishna PicureCredit: https://greenmesg.org/stotras/ganesha/gananam_tva_ganapatim.php"
100,The earliest archeological evidence resembling Ganapati comes from a plaque around 1200 to 1000 BC. It contains an elephant headed figure holding a sword and snake on one hand and a quill in another. Where was this found?,"This was found in Luristan in western Iran. The figure in the plaque appears to be bearded, a sign of great wisdom. The quill is also a symbol of learning and knowledge. The plaque is dated prior to the Taittriya Aranyaka and corresponds to what is called as later Vedic period by historians. Source: Ganesha; The Auspicious, The Beginning by Shakunthala Jagannathan and Nandhita Krishna PicureCredit: Ganesha; The Auspicious, The Beginning by Shakunthala Jagannathan and Nandhita Krishna"
101,One of the earliest depictions of Ganapati (in 1st or 2nd century AD) is found in a decorative frieze around a Stupa. In which country would you find this?,"The frieze is around the Kantaka Cetinga Stupa, near Mihintale in Sri Lanka. A double procession of ganas converge towards a central dwarfish elephant headed figure whose trunk is turned to the left. This is undoubtedly, Ganapati Source: Ganesha; The Auspicious, The Beginning by Shakunthala Jagannathan and Nandhita Krishna PicureCredit: Ganesha; The Auspicious, The Beginning by Shakunthala Jagannathan and Nandhita Krishna"
102,This important dynasty of India had Ganapati as the family deity. Which dynasty is this?,"Ganesha was the family deity of Peshwas. They devoted a good deal of money and attention on the construction and renovation of Ganesha temples around Pune region. These temples pre date the Peshwa region and the avataras date back to far remote times. But the form in which these temples are seen today is a result of Peshwa patronage. The Sarasbaug Ganapati temple in Pune is considered as the family temple of Peshwas. Source: Temples and Legends of Maharashtra, Bharatiya Vidya Bhavan PicureCredit: Pakshya Creative Commons"
103,"In which country outside India is this form of Ganesha, as an embracing couple, worshipped popularly?","Ganesha worship is very popular in Japan and spread through Buddhism. Sōshin Kangiten is the most enigmatic and elusive Japanese version of Gaṇeśa. Ganesha represents Dual God of Boundless Bliss. The Japanese Dual Kangiten is an elephant-headed deity couple in embrace. It represents the unity of contrasting genders and opposites. Avalokiteśvara (a Bodhisatva) is believed to have seduced and calmed down Vinayaka resulting in the harmonious union. Source: Lode Rosseels, Gaṇeśa’s Underbelly, Universiteit Gent PicureCredit: Ganesha; The Auspicious, The Beginning by Shakunthala Jagannathan and Nandhita Krishna"
104,This Ganapati temple is housed within a national park and the entire family of Ganesha is worshipped here. Which national park is it in?,"Trinetra Ganapati temple is in Ranthambore Fort within the national park. Ganesha is present in this temple with his full family consisting of Riddhi and Siddhi (consorts) and two sons (Shub and Labh). His vahana, mouse, is also present. Source: Rajasthan Tourism PicureCredit:"
105,"In Sringeri in Karnataka, Ganapati is worshipped in a unique form. Which form is it?","_x000D_ _x000D_ Torana Ganapati in Sringeri is worshipped in the doorframe. There is no GarbhaGrha and the door is always in closed state. The 32nd Acharya of the Peetham, Jagadguru Sri Vriddha Narasimha Bharati Mahaswamiji used to reside adjacent to the temple of Goddess Sharada. One occasion, the Acharya had a vision of the Ganapati when he was contemplating on resolving an issue in the mutt affairs. He offered His prayer by offering a dhurva to the image of Lord Ganapati carved on the Torana of the door nearby, and the problem got resolved. Since then, the Ganapati has come to be worshipped as Torana Ganapati._x000D_ _x000D_ Source: Dakshinamnaya Sri Sharada Peetham, Sringeri_x000D_ _x000D_ https://sringeri.net/temples/sri-torana-ganapati_x000D_ _x000D_ PicureCredit: SR Ramanujam_x000D_ _x000D_ https://sringeri.net/temples/sri-torana-ganapati"
106,"Which great Saint of Maharashtra composed the famous bhajan to Ganpati, ""sukhkarta, dukhharta"". He was a contemporary of Chatrapati Shivaji Maharaj.","Swami Samarth Ramdas is supposed to have composed the aarti in the Mayureshwar temple. It is believed that the pilgrimage of the Ganesha temples should start and end with Mayureshwar. The bhajan itself is very popular with every aarti being accompanied by the bhajan. Source: Temples and Legends of Maharashtra, Bharatiya Vidya Bhavan PicureCredit: Kalyandasdomgaon, Creative Commons"
536,"Maruti, another name for Hanumanji, was the first Japanese car manufactured in India. Who was Suzuki’s joint venture partner in this endeavor?","Hanuman is also called Maruti, meaning ""son of Marut"" or the wind god. Sanjay Gandhi, the younger son of Indira Gandhi, conceived the idea for this car. Between 1964 and 1967, he apprenticed at Rolls-Royce (though it seems he didn’t complete it). In 1966, he began assembling a car in a garage and incorporated Maruti as a company in 1971. He acquired land for a factory and, to raise funds, purchased a fabrication company, selling road rollers and building bus bodies, primarily for government buyers. When Indira Gandhi lost power, the venture stalled. Sanjay died shortly after her re-election in a plane crash. Following his death, the government revived the project as a joint venture with Suzuki. Maruti largely became the first modern engineering product available to Indians during the era of the License Raj. Ironically, the man who named the car ""Maruti"" perished in an airplane accident. Source: R.C. Bhargava, The Maruti Story Picture is of Harpal Singh who received the first Maruti Car. He never changed his car."
537,One of Hanuman’s popular names is Anjaneya. To whom does it refer?,"Hanuman was born to a royal monkey couple: his father, Kesari, and his mother, Anjana. He is called Anjaneya (""son of Anjana"") and Kesarinandan (""son of Kesari""). The name Anjaneya Swami is especially common in South India. His birth was a result of blessings from the wind god—known as Marut, Vayu, or Pawan—to his parents. Some stories suggest Hanuman was born simultaneously with Rama. During the yajna Dasharatha performed to beget sons, the gods blessed him with payasam (a divine dessert) to be shared among his three wives to aid conception. At the same time, Hanuman’s parents were praying for a child. As the gods sent the payasam from heaven, they instructed Vayu to divert a few drops to Anjana. Thus, Rama and Hanuman were born concurrently, bound by the same divine blessing, making them inseparable. Because of Vayu’s role, Hanuman is also known as Maruti, Vayuputra, or Pavanputra. Source: “The Story of Hanuman,” Durham University Raja Ravi Varma’s painting"
538,"Hanuman literally means ""disfigured jaw."" Which Puranic story explains the origin of this name?","One morning, baby Hanuman felt ravenous. Spotting a bright red, glistening sphere in the sky, he mistook it for a juicy fruit and leapt to grab it. That sphere was the rising sun! Indra, angered by this audacity, struck Hanuman with his thunderbolt, hitting his chin. Hanuman fell to earth, lifeless, with a broken jaw. His father, Vayu, the wind god, grew furious and withheld air from all beings. Shiva intervened, reviving Hanuman, and Vayu relented. However, Hanuman’s jaw remained disfigured. Source: “The Story of Hanuman,” Durham University Picture is Raja Ravi Varma’s painting"
539,Whose chariot in the Kurukshetra war bore Hanuman Ji on its flag?,"Hanuman features prominently in two Mahabharata stories. In one, Arjuna encountered Hanuman and questioned why Rama needed monkeys to build a stone bridge to Lanka when he could have used arrows. Hanuman argued that an arrow bridge couldn’t bear the monkey army’s weight. Arjuna boasted he could build such a bridge, but Hanuman easily destroyed it. Krishna mediated, and Hanuman agreed to adorn Arjuna’s chariot flag. In another tale, during the Pandavas’ exile, Draupadi sent Bhima to fetch a flower she admired. Bhima encountered an old monkey blocking his path—Hanuman in disguise. Unable to move even the monkey’s tail, Bhima realized his identity and sought forgiveness. Hanuman blessed him and promised to appear on Arjuna’s flag in the great war. Thus, the saffron flag with Hanuman symbolizes victory for Hindus. Bhima, born to Kunti through Vayu’s blessings, is Hanuman’s celestial brother, both being Vayuputras. Yet, Hanuman graced Arjuna’s flag. Source: Various Hanumanji’s flags on sale in Ayodhya"
540,"Who blessed Hanuman with immortality, making him a ""Chiranjeevi""?","After the Battle of Lanka, Rama ascended as king. He rewarded all who aided him, giving Hanuman the finest gifts. Hanuman discarded them, perplexing onlookers. He explained that Rama and Sita resided in his heart, needing no material reward. When challenged to prove it, Hanuman sliced open his chest, revealing their image within his heart. Bleeding fatally, he demonstrated his devotion. Rama saved him, granting him immortality. Source: “The Story of Hanuman,” Durham University Picture is Raja Ravi Varma’s painting of the episode"
541,Hanuman is humanity’s eternal protector. Which of his names reflects this?,"Sita and Rama blessed Hanuman as ""Chiranjeevi"" (immortal) and ""Sankat Mochan"" (reliever of distress). Hindus believe he alleviates pain and suffering, a role he continues to fulfill. Popular prayers by Tulsidas, such as the ‘Hanuman Chalisa’ and ‘Sankat Mochan Ashtak’, are recited daily by millions for protection. The ‘Sankat Mochan Ashtak’, with eight verses, seeks well-being, while the ‘Bajrang Baan’, chanted in distress, contains ‘beej mantras’ to invoke Hanuman. The ‘Hanuman Chalisa’ remains Tulsidas’s most celebrated work. In the ‘Sankat Mochan Hanuman Ashtak’, Tulsidas writes: ""Ko nahin janat hai jag mein, Kapi, Sankat Mochan naam tiharo,"" meaning, ""O Hanuman Ji, all your devotees know you as the remover of difficulties."" The Sankat Mochan Mandir in Kashi (Varanasi), slightly removed from the bustling Kashi Vishwanath Mandir, is a revered site. Source: Speaking Tree Picture is entrance to the Sankat Mochan Temple in Varanasi"
542,Hanuman Garhi is Ayodhya’s most revered site. In what role does Hanuman reside there?,"At Hanuman Garhi, Hanuman Ji serves as Ayodhya’s protector, a duty entrusted by Lord Rama before his departure from earth. Fittingly, the deity, though small, sits atop a throne. The temple, a fortified structure with bastions at each corner, lies near the Ram Janmabhoomi site on Ramkot’s hilly terrain. Source: Footsteps of Rama, Vikrant Pande and Neelesh Kulkarni Picture is Hanuman Garhi temple in Ayodhya"
543,People say Hanuman was always a Brahmachari (someone who doesn't marry). But some stories say he had a son. What was his name?,"Even though Hanuman was a Brahmachari, there's an interesting story about his son. After Hanuman burned Lanka with the fire on his tail, he took a swim in the sea. A drop of his sweat fell into the mouth of a big fish. This fish gave birth to Makardhwaja. People who worked for Ahiravana, who was Ravana's son and ruled the underworld (Patala), caught the fish. When they cut it open, they found Makardhwaja. Ahiravana saw how strong he was and made him guard the gates of his kingdom. Ahiravana kidnapped Rama and Lakshmana and took them to Patala. Hanuman followed to save them. At the gate, a creature who was part monkey and part reptile (called a Makara) stopped Hanuman. This creature said he was Hanuman's son. Using his spiritual powers, Hanuman learned the story was true. Even so, he fought his son and put him in prison. Then, Hanuman killed Ahiravana and saved Rama and Lakshmana. When they were leaving, Rama made Makardhwaja the king of Patala. This story is found in some local versions of the Ramayana. Source: https://www.speakingtree.in/allslides/lord-hanuman-had-a-son-what-was-his-name/75028) Sketch of Makardhwaj"
544,Hanuman first met Rama at Kishkinda. Which state is Kishkinda in?,"Hanuman was the advisor for Sugriva, who was Vali's brother. The two brothers together ruled Kishkinda but fell out due to a misunderstanding. Vali made Sugriva leave, and Sugriva lived on Rishyamuka mountain where Vali couldn't reach him due to a Rishi’s curse. When Rama and Lakshmana came to Kishkinda, Hanuman disguised himself to learn about them. He had never met Rama before, but as soon as he saw him, he knew who he was. That's why people see Hanuman as the greatest 'Rambhakta' (devotee of Rama) – he recognized the Lord right away. People believe that Kishkinda is now the town of Hampi in Karnataka, on the banks of the Tungabhadra River. It used to be the capital of the powerful Vijaynagara empire. You can still see many old buildings in Hampi that remind people of Hanuman's connection to this place. Source: hampi.in Picture is the Anjaneya temple at hilltop, Hampi"
545,There's a famous Jyotirlinga town that also has a 'Panchamukhi' (five-faced) Hanuman temple. Which town is it?,"The Panchamukhi Hanuman Temple, which has five faces, is about 2 kilometers away from the Sri Ramanathaswamy Temple in Rameshwaram. Hanuman fought Ahiravana, Ravana's son. To defeat Ahiravana, Hanuman learned that he had to put out five lamps burning in different directions at the same time. So, Hanuman took his Panchamukhi form and blew out all the lamps together. The five faces are Varaha (north), Narasimha (south), Garuda (west), Hanuman (east), and Hayagriva (upwards). A special thing about this temple is the 'floating stones.' People believe these stones were used to build the bridge (Sethu Bandhanam) from Rameshwaram to Lanka. Source: https://rameshwaramtourism.co.in/panchamukhi-hanuman-temple-rameshwaram Picture is Panchmukhi Anjaneya from Rameshwaram"
546,"When Hanuman was going to the Himalayas to get the Sanjeevani herb, he rested at a place in Himachal Pradesh. Now, there's a famous temple there. Where is it?","On his way from Lanka to the Himalayas to get the Sanjeevani herb, Hanuman met a wise man named Yaaku on a hilltop. After getting information about the herb, he promised Yaaku that he would meet him again on his way back to Lanka. However, on his return journey, Hanuman had to fight with someone named ""Kalnemi"" who tried to trick him, and this took a lot of time. To reach Lanka quickly, he decided not to meet the wise man again and took the fastest route. The wise man was sad that Hanuman didn't keep his promise. However, as Hanuman flew past the area, a deity of him appeared on the hill by itself. To honor Hanuman's visit, Yaaku built a temple there. People still believe that the temple has Hanuman's footprints, and the monkeys around the temple are his descendants. The temple is at the highest point in Shimla. Source: https://shimlatourism.co.in/jakhu-temple-shimla Picture is Jakhoo temple at Shimla"
547,"It is said that Hanuman rested at Hanuman Tok in Gangtok, Sikkim, while he was going to get the Sanjeevani herb. Who takes care of this temple?","Pictures of Hanuman carrying the Sanjeevani hill are very common. Many of his names are related to this story. This is also why people see him as someone who helps remove troubles. Many places want to be connected to this story. ""Tok"" means hill, and Hanuman Tok is about 11 kilometers from Gangtok town. It was built in 1968 at a high altitude (about 7200 feet or 2194 meters). The soldiers of the Indian Army who live nearby carefully look after this temple. Many people believe that if you make a wish here, it will come true. Source: sikkimtourism.gov.in Picture is Hanuman Tok temple at Gangtok"
66,Rock carvings in this far off region attest to the spread of Krishna tradition widely. Balarama and Krishna are seen in these rock carvings. Where is this found?,"Rock carvings at Chilas in Kashmir, along a major trade route in the Gilgit valley, include a pair of figures, holding what seem to be a plough and disc, wearing wide open coats similar to that of the Kushana period. They are identified as Balarama and Krishna based on the Kharoshthi inscriptions found in the area. Source: A History of Ancient and Early Medieval India From the Stone Age to the 12th Century by Upinder Singh"
67,This Greek Ambassador to India erected a stone pillar venerating Lord Krishna. This is one among the earliest surviving Hindu religious structures in India. Remains of a temple too have been found in front of this pillar. In which modern State of India will you find this pillar still standing?,"Heliodorus, the Greek ambassador, describes himself as a Bhagavata—i.e., a worshipper of the god Vasudeva Krishna, and that he set up this pillar in honor of this god. The pillar is dated around 120 BCE. Nearby the remains of an ancient temple dated to the 3rd Century BCE have been found. The pillar is still standing in Besnagar, near Vidisha in Madhya Pradesh. Source: A History of Ancient and Early Medieval India From the Stone Age to the 12th Century by Upinder Singh"
68,"As Krishna was being carried from Mathura in a cart to escape Mughal destruction, his deity got stuck in this place and is now a popular pilgrimage spot. What is this place called?","Shrinathji’s idol was brought to Rajasthan from Govardhana near Vrindavan to protect it from the hands of the Mughal emperor Aurangzeb who in 1665 was bent upon vandalizing the area of Vrindavan by widespread destruction of Hindu temples. For almost six months the statue stayed in Agra after which the custodians of the idol of Shrinathji left that place with the idol in search of a new location. When the wheel of the chariot carrying the Lord got stuck in the mud at a place called Sihar, the Maharana Rajsingh of Mewar saw it as a divine sign that Lord Krishna wished to settle here, and thus a temple was built at this spot and the holy township of Nathdwara grew around the temple._x000D_ _x000D_ Source: https://www.nathdwaratemple.org/history/shrinathjis-arrival-at-nathdwara"
69,"Somnath, a Jyotirling is also closely connected to Krishna's life, how?",Bhalka Teerth is the location where the arrow of the poacher Jara hit Sri Krishna. It is about 4 or 5 kms away from Somnath. Bhagvan Shree Krishna was resting in meditation pose under a pipal tree when the poacher misread the foot of Bhagvan Shree Krishna as a deer and hit from a distance. This divined leela of Bhagvan Shree Krishna is immortalized by a beautiful temple and an ancient pipal tree. Bhagvan Shree Krishna then walked a small distance and arrived at the holy banks of river Hiran from where he took his last journey to his Neejdham. Source: Somnath Trust
70,What is the material from which the deities in Puri Jagannath temple are made of ?,"The deities are made of wood. The deities are replaced at intervals of 8, 11, 12 or 19 years, most often after 19 years. The ritual is called Nabakalebara. Four holy neem trees are identified and cut to make the famous wooden embodiments of Jagannātha Krishna. The goddess Mangalā is the guardian of the forest from which trees are cut. The priests come to the forest to seek the right tree for the new image. Source: Immortal India Volume 1, https://www.shreejagannatha.in/nabakalebara/"
